Ident      : Friedri     
Location   : CN test
Serial No  : 00
Sam Rate: 1 s
  Slowest  : 1 s
  Fa   : 2 re Re : 6 ate me;CN-SWU;CN-SWL;CN-LWU;CN-LWL;CN-TempK;CN-TempC;CNSWU#B7;CNSWL#B;CNU#B;CN#B;CN00;CN#B;CN;CN#B7
Kind;AI;AI;AI;AI;AI;CA;CA;CA;CA;CA;CA;CA;CA;CA
Unit; mm; mm; mm; mm; °K;°C;W;W;W;w;%;m2;m2;
01.10.2017 00:18:00;-0.30;-0.21;-1.45;-0.39;286.79;13.64;-24.35;-18.11;280.39;335.93;74.37;-6.24;-55.54;-61.78;
01.10.2017 00:19:00;-0.30;-0.21;-1.45;-0.40;286.78;13.63;-24.48;-18.43;280.12;335.32;75.29;-6.05;-55.19;-61.24;
01.10.2017 00:20:00;-0.30;-0.21;-1.45;-0.40;286.78;13.63;-24.36;-18.40;280.21;334.21;75.54;-5.96;-53.99;-59.95;
01.10.2017 00:21:00;-0.30;-0.21;-1.45;-0.40;286.77;13.62;-24.24;-18.68;280.22;334.07;77.07;-5.56;-53.85;-59.41;
01.10.2017 00:22:00;-0.30;-0.21;-1.45;-0.40;286.75;13.60;-24.41;-18.56;280.11;334.80;76.04;-5.85;-54.69;-60.54;
01.10.2017 00:23:00;-0.30;-0.21;-1.45;-0.40;286.74;13.59;-24.11;-18.41;280.16;334.94;76.36;-5.70;-54.78;-60.48;
01.10.2017 00:24:00;-0.30;-0.22;-1.45;-0.39;286.71;13.56;-24.27;-19.01;279.86;335.57;78.33;-5.26;-55.72;-60.97;
01.10.2017 00:25:00;-0.30;-0.21;-1.45;-0.39;286.70;13.55;-24.18;-18.76;279.77;334.93;77.58;-5.42;-55.16;-60.58;
01.10.2017 00:26:00;-0.30;-0.21;-1.45;-0.40;286.69;13.54;-24.15;-18.17;279.79;334.47;75.24;-5.98;-54.68;-60.66;
01.10.2017 00:27:00;-0.30;-0.21;-1.45;-0.40;286.69;13.54;-24.10;-18.34;279.72;333.94;76.13;-5.75;-54.22;-59.98;
01.10.2017 00:28:00;-0.30;-0.21;-1.45;-0.41;286.67;13.52;-24.01;-18.62;279.69;333.49;77.58;-5.38;-53.81;-59.19;
01.10.2017 00:29:00;-0.30;-0.21;-1.45;-0.40;286.67;13.52;-24.03;-18.44;279.67;333.69;76.75;-5.59;-54.03;-59.61;
01.10.2017 00:30:00;-0.30;-0.21;-1.45;-0.40;286.68;13.53;-24.09;-18.06;279.73;333.76;74.98;-6.03;-54.03;-60.05;
01.10.2017 00:31:00;-0.30;-0.21;-1.45;-0.41;286.68;13.53;-24.18;-18.47;279.48;332.89;76.39;-5.71;-53.41;-59.12;
01.10.2017 00:32:00;-0.30;-0.21;-1.45;-0.41;286.67;13.52;-24.14;-18.57;279.47;332.61;76.93;-5.57;-53.14;-58.71;
01.10.2017 00:33:00;-0.30;-0.22;-1.45;-0.41;286.66;13.51;-24.15;-18.83;279.42;333.01;77.98;-5.32;-53.59;-58.91;
01.10.2017 00:34:00;-0.30;-0.22;-1.45;-0.41;286.66;13.51;-24.24;-18.88;279.32;333.26;77.90;-5.36;-53.93;-59.29;
01.10.2017 00:35:00;-0.30;-0.21;-1.45;-0.41;286.66;13.51;-24.09;-18.49;279.38;332.28;76.74;-5.60;-52.90;-58.50;
01.10.2017 00:36:00;-0.30;-0.21;-1.46;-0.42;286.66;13.51;-24.25;-18.40;279.20;332.10;75.87;-5.85;-52.90;-58.75;
01.10.2017 00:37:00;-0.30;-0.21;-1.46;-0.42;286.66;13.51;-24.29;-18.12;279.13;332.09;74.60;-6.17;-52.96;-59.13;
01.10.2017 00:38:00;-0.30;-0.21;-1.45;-0.41;286.66;13.51;-24.42;-18.20;279.41;333.02;74.53;-6.22;-53.62;-59.84;
01.10.2017 00:39:00;-0.31;-0.21;-1.46;-0.40;286.66;13.51;-24.89;-18.61;279.27;333.52;74.78;-6.28;-54.25;-60.53;
01.10.2017 00:40:00;-0.31;-0.21;-1.46;-0.41;286.64;13.49;-24.85;-18.52;279.06;332.96;74.51;-6.33;-53.90;-60.23;
01.10.2017 00:41:00;-0.30;-0.21;-1.46;-0.41;286.63;13.48;-24.67;-18.69;279.08;332.98;75.78;-5.97;-53.90;-59.87;
01.10.2017 00:42:00;-0.30;-0.22;-1.45;-0.41;286.62;13.47;-24.69;-18.99;279.16;332.69;76.90;-5.70;-53.54;-59.24;
01.10.2017 00:43:00;-0.31;-0.21;-1.46;-0.41;286.61;13.46;-24.74;-18.60;278.96;332.58;75.19;-6.14;-53.62;-59.76;
01.10.2017 00:44:00;-0.30;-0.21;-1.46;-0.42;286.61;13.46;-24.63;-18.71;278.88;331.77;75.96;-5.92;-52.90;-58.82;
01.10.2017 00:45:00;-0.30;-0.21;-1.45;-0.42;286.60;13.45;-24.46;-18.59;279.07;331.62;76.01;-5.87;-52.55;-58.42;
01.10.2017 00:46:00;-0.30;-0.21;-1.46;-0.42;286.59;13.44;-24.55;-18.45;278.95;331.80;75.15;-6.10;-52.85;-58.96;
01.10.2017 00:47:00;-0.30;-0.21;-1.46;-0.42;286.59;13.44;-24.39;-17.97;278.91;331.68;73.70;-6.41;-52.77;-59.18;
01.10.2017 00:48:00;-0.30;-0.20;-1.46;-0.40;286.59;13.44;-24.68;-17.72;278.94;333.47;71.81;-6.96;-54.53;-61.48;
01.10.2017 00:49:00;-0.30;-0.21;-1.46;-0.41;286.59;13.44;-24.64;-18.05;278.69;332.65;73.26;-6.59;-53.96;-60.55;
01.10.2017 00:50:00;-0.31;-0.21;-1.46;-0.41;286.58;13.43;-24.81;-18.03;278.69;332.23;72.66;-6.79;-53.54;-60.33;
01.10.2017 00:51:00;-0.30;-0.20;-1.45;-0.40;286.58;13.43;-24.69;-17.77;279.05;333.18;71.99;-6.92;-54.13;-61.05;
01.10.2017 00:52:00;-0.31;-0.21;-1.45;-0.39;286.57;13.42;-24.73;-17.98;278.95;335.13;72.70;-6.75;-56.19;-62.94;
01.10.2017 00:53:00;-0.31;-0.21;-1.45;-0.38;286.54;13.39;-24.75;-18.08;278.92;336.45;73.07;-6.66;-57.53;-64.20;
01.10.2017 00:54:00;-0.31;-0.21;-1.45;-0.38;286.52;13.37;-24.76;-18.17;278.92;335.98;73.36;-6.60;-57.06;-63.66;
01.10.2017 00:55:00;-0.30;-0.21;-1.45;-0.37;286.48;13.33;-24.43;-18.25;278.85;336.32;74.73;-6.17;-57.47;-63.64;
01.10.2017 00:56:00;-0.30;-0.21;-1.45;-0.38;286.46;13.31;-24.53;-18.23;278.61;335.94;74.32;-6.30;-57.34;-63.64;
01.10.2017 00:57:00;-0.30;-0.21;-1.45;-0.39;286.44;13.29;-24.32;-18.21;278.51;334.57;74.87;-6.11;-56.06;-62.18;
01.10.2017 00:58:00;-0.30;-0.21;-1.45;-0.39;286.42;13.27;-24.28;-17.98;278.48;334.59;74.06;-6.30;-56.11;-62.41;
01.10.2017 00:59:00;-0.30;-0.20;-1.45;-0.38;286.41;13.26;-24.44;-17.45;278.29;334.93;71.40;-6.99;-56.64;-63.63;
01.10.2017 01:00:00;-0.30;-0.20;-1.45;-0.38;286.39;13.24;-24.30;-17.13;278.39;335.59;70.50;-7.17;-57.20;-64.36;
01.10.2017 01:01:00;-0.30;-0.20;-1.45;-0.37;286.37;13.22;-24.57;-17.43;278.10;335.70;70.95;-7.14;-57.60;-64.74;
01.10.2017 01:02:00;-0.30;-0.20;-1.45;-0.38;286.37;13.22;-24.35;-17.44;278.17;335.03;71.61;-6.92;-56.87;-63.78;
01.10.2017 01:03:00;-0.30;-0.21;-1.45;-0.39;286.36;13.21;-24.27;-17.93;277.94;334.06;73.87;-6.34;-56.12;-62.46;
01.10.2017 01:04:00;-0.30;-0.21;-1.45;-0.40;286.36;13.21;-24.13;-18.21;277.79;332.92;75.47;-5.92;-55.14;-61.05;
01.10.2017 01:05:00;-0.30;-0.21;-1.45;-0.40;286.36;13.21;-24.10;-18.36;277.73;332.27;76.17;-5.74;-54.54;-60.28;
01.10.2017 01:06:00;-0.30;-0.20;-1.46;-0.40;286.36;13.21;-24.30;-17.77;277.57;332.51;73.15;-6.52;-54.94;-61.46;
01.10.2017 01:07:00;-0.30;-0.21;-1.45;-0.41;286.37;13.22;-24.32;-18.08;277.79;331.69;74.35;-6.24;-53.90;-60.14;
01.10.2017 01:08:00;-0.30;-0.21;-1.46;-0.40;286.36;13.21;-24.44;-18.05;277.70;331.98;73.88;-6.38;-54.27;-60.66;
01.10.2017 01:09:00;-0.30;-0.21;-1.45;-0.40;286.35;13.20;-24.25;-18.18;277.81;332.49;74.99;-6.06;-54.68;-60.75;
01.10.2017 01:10:00;-0.30;-0.20;-1.45;-0.37;286.31;13.16;-24.58;-17.80;277.72;335.57;72.42;-6.78;-57.85;-64.63;
01.10.2017 01:11:00;-0.31;-0.20;-1.45;-0.38;286.31;13.16;-24.70;-17.53;277.63;334.88;70.98;-7.17;-57.26;-64.42;
01.10.2017 01:12:00;-0.30;-0.19;-1.45;-0.39;286.30;13.15;-24.57;-16.82;277.84;333.85;68.47;-7.75;-56.01;-63.75;
01.10.2017 01:13:00;-0.30;-0.20;-1.45;-0.38;286.28;13.13;-24.65;-17.53;277.68;334.69;71.10;-7.12;-57.00;-64.13;
01.10.2017 01:14:00;-0.30;-0.20;-1.45;-0.38;286.28;13.13;-24.66;-17.85;277.70;333.99;72.41;-6.80;-56.30;-63.10;
01.10.2017 01:15:00;-0.30;-0.21;-1.45;-0.39;286.27;13.12;-24.45;-17.98;277.63;333.25;73.53;-6.47;-55.61;-62.09;
01.10.2017 01:16:00;-0.30;-0.21;-1.45;-0.40;286.26;13.11;-24.27;-18.42;277.44;332.36;75.91;-5.85;-54.92;-60.77;
01.10.2017 01:17:00;-0.30;-0.21;-1.45;-0.40;286.25;13.10;-24.08;-18.43;277.45;332.14;76.55;-5.65;-54.69;-60.34;
01.10.2017 01:18:00;-0.30;-0.21;-1.45;-0.40;286.24;13.09;-24.10;-18.02;277.45;331.85;74.79;-6.08;-54.40;-60.48;
01.10.2017 01:19:00;-0.30;-0.21;-1.45;-0.39;286.22;13.07;-24.02;-18.49;277.45;332.70;77.01;-5.52;-55.25;-60.77;
01.10.2017 01:20:00;-0.30;-0.21;-1.45;-0.38;286.20;13.05;-24.20;-18.59;277.48;334.11;76.83;-5.61;-56.63;-62.24;
01.10.2017 01:21:00;-0.30;-0.21;-1.45;-0.38;286.18;13.03;-24.48;-18.70;277.29;333.90;76.38;-5.78;-56.61;-62.39;
01.10.2017 01:22:00;-0.30;-0.21;-1.45;-0.39;286.17;13.02;-24.31;-18.56;277.34;332.95;76.33;-5.75;-55.61;-61.36;
01.10.2017 01:23:00;-0.30;-0.21;-1.45;-0.39;286.16;13.01;-24.36;-17.94;277.21;332.92;73.64;-6.42;-55.71;-62.13;
01.10.2017 01:24:00;-0.30;-0.20;-1.45;-0.39;286.15;13.00;-24.49;-17.85;277.01;332.51;72.87;-6.65;-55.50;-62.15;
01.10.2017 01:25:00;-0.30;-0.21;-1.45;-0.40;286.15;13.00;-24.25;-18.10;277.08;331.61;74.63;-6.15;-54.53;-60.68;
01.10.2017 01:26:00;-0.30;-0.21;-1.45;-0.39;286.14;12.99;-24.10;-18.38;277.11;332.51;76.29;-5.71;-55.41;-61.12;
01.10.2017 01:27:00;-0.30;-0.21;-1.45;-0.39;286.13;12.98;-24.20;-18.45;277.09;332.47;76.25;-5.75;-55.38;-61.13;
01.10.2017 01:28:00;-0.30;-0.21;-1.45;-0.39;286.12;12.97;-24.22;-18.19;277.03;332.22;75.10;-6.03;-55.19;-61.22;
01.10.2017 01:29:00;-0.30;-0.21;-1.45;-0.40;286.12;12.97;-24.26;-17.98;277.04;331.49;74.12;-6.28;-54.45;-60.73;
01.10.2017 01:30:00;-0.30;-0.21;-1.45;-0.40;286.12;12.97;-24.22;-18.20;277.04;331.01;75.16;-6.02;-53.96;-59.98;
01.10.2017 01:31:00;-0.30;-0.21;-1.45;-0.41;286.11;12.96;-24.13;-18.47;277.01;330.56;76.56;-5.66;-53.54;-59.20;
01.10.2017 01:32:00;-0.30;-0.22;-1.45;-0.40;286.11;12.96;-24.09;-18.95;276.96;330.80;78.65;-5.14;-53.84;-58.98;
01.10.2017 01:33:00;-0.30;-0.21;-1.45;-0.39;286.10;12.95;-24.19;-18.75;276.98;332.16;77.53;-5.43;-55.18;-60.61;
01.10.2017 01:34:00;-0.30;-0.21;-1.44;-0.39;286.09;12.94;-24.16;-18.49;277.00;331.91;76.56;-5.66;-54.91;-60.57;
01.10.2017 01:35:00;-0.30;-0.21;-1.44;-0.38;286.05;12.90;-24.04;-18.74;276.86;333.73;77.97;-5.30;-56.88;-62.17;
01.10.2017 01:36:00;-0.30;-0.21;-1.45;-0.38;286.04;12.89;-24.07;-18.64;276.68;333.73;77.44;-5.43;-57.06;-62.49;
01.10.2017 01:37:00;-0.30;-0.21;-1.44;-0.38;286.03;12.88;-24.13;-18.31;276.67;332.97;75.88;-5.82;-56.30;-62.12;
01.10.2017 01:38:00;-0.30;-0.21;-1.45;-0.39;286.01;12.86;-24.09;-18.22;276.39;331.71;75.66;-5.86;-55.31;-61.18;
01.10.2017 01:39:00;-0.30;-0.21;-1.44;-0.39;286.01;12.86;-24.05;-17.95;276.67;332.07;74.64;-6.10;-55.40;-61.50;
01.10.2017 01:40:00;-0.30;-0.20;-1.45;-0.39;286.01;12.86;-24.08;-17.60;276.52;331.62;73.10;-6.48;-55.10;-61.58;
01.10.2017 01:41:00;-0.29;-0.20;-1.45;-0.38;285.99;12.84;-23.85;-17.76;276.45;332.44;74.43;-6.10;-55.99;-62.08;
01.10.2017 01:42:00;-0.30;-0.21;-1.44;-0.38;285.98;12.83;-24.09;-17.96;276.45;333.38;74.54;-6.13;-56.93;-63.07;
01.10.2017 01:43:00;-0.30;-0.20;-1.44;-0.38;285.97;12.82;-24.10;-17.73;276.44;332.71;73.57;-6.37;-56.28;-62.64;
01.10.2017 01:44:00;-0.30;-0.20;-1.44;-0.38;285.97;12.82;-24.02;-17.89;276.41;332.30;74.50;-6.12;-55.89;-62.01;
01.10.2017 01:45:00;-0.30;-0.21;-1.44;-0.39;285.96;12.81;-23.94;-17.92;276.58;332.09;74.83;-6.03;-55.50;-61.53;
01.10.2017 01:46:00;-0.30;-0.20;-1.44;-0.38;285.94;12.79;-24.04;-17.89;276.40;333.10;74.43;-6.15;-56.71;-62.85;
01.10.2017 01:47:00;-0.30;-0.21;-1.44;-0.38;285.93;12.78;-24.19;-18.12;276.44;333.21;74.89;-6.07;-56.77;-62.85;
01.10.2017 01:48:00;-0.30;-0.21;-1.45;-0.38;285.93;12.78;-24.32;-18.23;276.12;332.05;74.95;-6.09;-55.93;-62.02;
01.10.2017 01:49:00;-0.30;-0.20;-1.44;-0.39;285.92;12.77;-23.98;-17.90;276.10;330.92;74.64;-6.08;-54.81;-60.90;
01.10.2017 01:50:00;-0.29;-0.21;-1.44;-0.39;285.92;12.77;-23.88;-18.01;276.20;331.11;75.45;-5.86;-54.91;-60.77;
01.10.2017 01:51:00;-0.30;-0.21;-1.45;-0.38;285.91;12.76;-24.11;-18.52;275.98;332.56;76.78;-5.60;-56.58;-62.18;
01.10.2017 01:52:00;-0.30;-0.21;-1.45;-0.39;285.91;12.76;-24.13;-18.53;275.97;331.59;76.80;-5.60;-55.62;-61.22;
01.10.2017 01:53:00;-0.30;-0.21;-1.45;-0.39;285.91;12.76;-24.05;-17.96;275.97;331.85;74.67;-6.09;-55.88;-61.98;
01.10.2017 01:54:00;-0.29;-0.20;-1.45;-0.37;285.90;12.76;-23.83;-17.58;275.99;333.47;73.75;-6.26;-57.48;-63.74;
01.10.2017 01:55:00;-0.30;-0.20;-1.44;-0.37;285.90;12.75;-24.05;-17.78;276.08;333.20;73.96;-6.26;-57.13;-63.39;
01.10.2017 01:56:00;-0.30;-0.20;-1.45;-0.37;285.92;12.77;-24.22;-17.82;275.91;333.25;73.56;-6.40;-57.34;-63.75;
01.10.2017 01:57:00;-0.30;-0.20;-1.45;-0.39;285.92;12.77;-24.00;-17.69;275.98;331.55;73.73;-6.31;-55.57;-61.87;
01.10.2017 01:58:00;-0.30;-0.20;-1.45;-0.39;285.92;12.77;-24.20;-17.74;275.93;331.33;73.31;-6.46;-55.39;-61.85;
01.10.2017 01:59:00;-0.30;-0.20;-1.45;-0.40;285.93;12.78;-24.20;-17.83;275.94;330.69;73.67;-6.37;-54.75;-61.12;
01.10.2017 02:00:00;-0.30;-0.21;-1.45;-0.40;285.94;12.79;-24.17;-18.01;275.97;330.73;74.51;-6.16;-54.76;-60.92;
01.10.2017 02:01:00;-0.30;-0.21;-1.45;-0.40;285.95;12.80;-24.22;-18.08;275.87;330.52;74.64;-6.14;-54.65;-60.79;
01.10.2017 02:02:00;-0.30;-0.21;-1.45;-0.40;285.95;12.80;-24.15;-17.97;275.99;330.02;74.42;-6.18;-54.03;-60.21;
01.10.2017 02:03:00;-0.30;-0.21;-1.45;-0.39;285.95;12.80;-24.50;-18.04;275.95;331.35;73.63;-6.46;-55.40;-61.86;
01.10.2017 02:04:00;-0.30;-0.21;-1.45;-0.40;285.95;12.80;-24.43;-18.36;275.78;330.25;75.17;-6.06;-54.47;-60.54;
01.10.2017 02:05:00;-0.30;-0.21;-1.45;-0.41;285.95;12.80;-24.32;-18.57;275.78;329.62;76.37;-5.75;-53.84;-59.59;
01.10.2017 02:06:00;-0.30;-0.21;-1.45;-0.40;285.95;12.80;-24.33;-18.77;275.74;329.84;77.14;-5.56;-54.11;-59.67;
01.10.2017 02:07:00;-0.30;-0.22;-1.46;-0.41;285.95;12.80;-24.33;-18.84;275.53;329.56;77.42;-5.49;-54.03;-59.52;
01.10.2017 02:08:00;-0.30;-0.21;-1.46;-0.41;285.95;12.80;-24.33;-18.44;275.53;329.15;75.81;-5.89;-53.62;-59.51;
01.10.2017 02:09:00;-0.30;-0.21;-1.45;-0.40;285.95;12.80;-24.43;-18.54;275.76;330.28;75.91;-5.88;-54.52;-60.41;
01.10.2017 02:10:00;-0.30;-0.21;-1.45;-0.38;285.93;12.78;-24.64;-18.68;275.92;332.60;75.83;-5.96;-56.68;-62.64;
01.10.2017 02:11:00;-0.30;-0.22;-1.45;-0.37;285.90;12.75;-24.67;-18.78;275.54;333.79;76.10;-5.90;-58.25;-64.15;
01.10.2017 02:12:00;-0.30;-0.21;-1.45;-0.38;285.89;12.74;-24.62;-18.46;275.40;332.14;74.97;-6.16;-56.74;-62.90;
01.10.2017 02:13:00;-0.30;-0.21;-1.45;-0.39;285.88;12.73;-24.32;-18.58;275.48;330.63;76.38;-5.74;-55.15;-60.89;
01.10.2017 02:14:00;-0.30;-0.22;-1.45;-0.39;285.87;12.72;-24.41;-18.89;275.48;330.70;77.37;-5.52;-55.22;-60.74;
01.10.2017 02:15:00;-0.30;-0.21;-1.45;-0.40;285.87;12.72;-24.53;-18.63;275.63;330.14;75.96;-5.90;-54.51;-60.41;
01.10.2017 02:16:00;-0.30;-0.21;-1.44;-0.39;285.85;12.70;-24.27;-18.77;275.75;330.93;77.35;-5.50;-55.19;-60.68;
01.10.2017 02:17:00;-0.30;-0.22;-1.45;-0.38;285.83;12.68;-24.56;-18.88;275.61;332.01;76.86;-5.68;-56.41;-62.09;
01.10.2017 02:18:00;-0.30;-0.22;-1.44;-0.38;285.80;12.65;-24.47;-18.94;275.62;332.29;77.39;-5.53;-56.67;-62.21;
01.10.2017 02:19:00;-0.30;-0.22;-1.45;-0.38;285.79;12.64;-24.50;-18.94;275.34;331.86;77.30;-5.56;-56.52;-62.08;
01.10.2017 02:20:00;-0.30;-0.22;-1.45;-0.39;285.77;12.62;-24.39;-19.02;275.25;330.81;77.99;-5.37;-55.56;-60.92;
01.10.2017 02:21:00;-0.30;-0.22;-1.45;-0.40;285.76;12.61;-24.11;-18.88;275.22;329.85;78.31;-5.23;-54.62;-59.85;
01.10.2017 02:22:00;-0.29;-0.21;-1.45;-0.39;285.76;12.61;-23.80;-18.53;275.14;330.33;77.85;-5.27;-55.19;-60.46;
01.10.2017 02:23:00;-0.30;-0.21;-1.44;-0.37;285.74;12.59;-24.28;-18.15;275.26;333.44;74.76;-6.13;-58.18;-64.31;
01.10.2017 02:24:00;-0.30;-0.21;-1.44;-0.36;285.73;12.58;-24.46;-18.14;275.37;333.56;74.15;-6.32;-58.19;-64.51;
01.10.2017 02:25:00;-0.30;-0.21;-1.44;-0.37;285.70;12.55;-24.37;-18.53;275.28;333.03;76.04;-5.84;-57.75;-63.58;
01.10.2017 02:26:00;-0.30;-0.21;-1.44;-0.36;285.68;12.53;-24.44;-18.56;275.11;333.63;75.92;-5.89;-58.51;-64.40;
01.10.2017 02:27:00;-0.30;-0.21;-1.44;-0.36;285.65;12.50;-24.23;-18.26;275.15;333.64;75.37;-5.97;-58.48;-64.45;
01.10.2017 02:28:00;-0.30;-0.21;-1.44;-0.37;285.64;12.49;-24.33;-18.14;275.03;332.63;74.57;-6.19;-57.60;-63.79;
01.10.2017 02:29:00;-0.30;-0.21;-1.44;-0.37;285.64;12.49;-24.48;-17.96;274.91;332.43;73.36;-6.52;-57.52;-64.04;
01.10.2017 02:30:00;-0.30;-0.20;-1.44;-0.38;285.62;12.47;-24.23;-17.64;274.79;331.20;72.81;-6.59;-56.40;-62.99;
01.10.2017 02:31:00;-0.30;-0.20;-1.44;-0.39;285.63;12.48;-24.07;-17.31;274.62;329.93;71.89;-6.77;-55.30;-62.07;
01.10.2017 02:32:00;-0.30;-0.20;-1.44;-0.39;285.64;12.49;-24.11;-17.44;274.68;329.27;72.33;-6.67;-54.58;-61.25;
01.10.2017 02:33:00;-0.30;-0.20;-1.44;-0.39;285.64;12.49;-24.24;-17.70;274.74;330.38;73.02;-6.54;-55.64;-62.18;
01.10.2017 02:34:00;-0.30;-0.21;-1.44;-0.38;285.63;12.48;-24.16;-18.17;274.93;330.48;75.21;-5.99;-55.55;-61.54;
01.10.2017 02:35:00;-0.30;-0.21;-1.44;-0.36;285.62;12.47;-24.29;-18.08;274.94;333.18;74.45;-6.20;-58.24;-64.45;
01.10.2017 02:36:00;-0.30;-0.21;-1.44;-0.35;285.60;12.45;-24.44;-17.92;274.69;333.94;73.33;-6.52;-59.25;-65.77;
01.10.2017 02:37:00;-0.30;-0.20;-1.44;-0.37;285.59;12.44;-24.48;-17.61;274.74;332.61;71.94;-6.87;-57.88;-64.75;
01.10.2017 02:38:00;-0.30;-0.20;-1.44;-0.37;285.58;12.43;-24.27;-17.78;274.82;331.87;73.27;-6.49;-57.05;-63.53;
01.10.2017 02:39:00;-0.30;-0.21;-1.44;-0.37;285.57;12.42;-24.60;-18.54;274.67;331.54;75.35;-6.06;-56.87;-62.94;
01.10.2017 02:40:00;-0.30;-0.21;-1.44;-0.38;285.56;12.41;-24.33;-18.09;274.62;330.46;74.35;-6.24;-55.83;-62.07;
01.10.2017 02:41:00;-0.30;-0.20;-1.44;-0.39;285.56;12.41;-24.20;-17.75;274.54;329.97;73.35;-6.45;-55.43;-61.88;
01.10.2017 02:42:00;-0.30;-0.20;-1.44;-0.38;285.54;12.39;-24.14;-17.38;274.59;330.64;71.98;-6.77;-56.05;-62.81;
01.10.2017 02:43:00;-0.30;-0.20;-1.44;-0.38;285.54;12.39;-24.25;-17.48;274.51;331.11;72.08;-6.77;-56.59;-63.36;
01.10.2017 02:44:00;-0.30;-0.20;-1.44;-0.38;285.56;12.41;-24.30;-17.42;274.52;330.29;71.68;-6.88;-55.77;-62.65;
01.10.2017 02:45:00;-0.30;-0.20;-1.44;-0.38;285.57;12.42;-24.38;-17.61;274.51;330.28;72.23;-6.77;-55.77;-62.54;
01.10.2017 02:46:00;-0.30;-0.20;-1.44;-0.39;285.57;12.42;-24.16;-17.49;274.41;329.21;72.42;-6.66;-54.80;-61.46;
01.10.2017 02:47:00;-0.30;-0.20;-1.44;-0.40;285.57;12.42;-24.25;-17.71;274.31;328.83;73.05;-6.53;-54.52;-61.06;
01.10.2017 02:48:00;-0.30;-0.21;-1.44;-0.39;285.57;12.42;-24.48;-18.14;274.29;329.56;74.08;-6.35;-55.28;-61.62;
01.10.2017 02:49:00;-0.30;-0.20;-1.44;-0.39;285.58;12.43;-24.58;-17.82;274.33;329.59;72.51;-6.76;-55.26;-62.01;
01.10.2017 02:50:00;-0.30;-0.20;-1.45;-0.39;285.59;12.44;-24.65;-17.52;274.21;329.41;71.08;-7.13;-55.19;-62.32;
