Ident      : Friedri     
Location   : CN test
Serial No  : 00
Sam Rate: 1 s
  Slowest  : 1 s
  Fa   : 2 re Re : 6 ate me;CN-SWU;CN-SWL;CN-LWU;CN-LWL;CN-TempK;CN-TempC;CNSWU#B7;CNSWL#B;CNU#B;CN#B;CN00;CN#B;CN;CN#B7
Kind;AI;AI;AI;AI;AI;CA;CA;CA;CA;CA;CA;CA;CA;CA
Unit; mm; mm; mm; mm; °K;°C;W;W;W;w;%;m2;m2;
02.10.2017 00:12:00;-0.30;-0.21;-1.39;-0.38;285.98;12.83;-24.19;-18.16;280.64;332.73;75.09;-6.03;-52.08;-58.11;
02.10.2017 00:13:00;-0.30;-0.21;-1.39;-0.38;286.00;12.85;-24.29;-18.14;280.62;332.64;74.67;-6.15;-52.02;-58.18;
02.10.2017 00:14:00;-0.30;-0.21;-1.39;-0.39;286.01;12.86;-24.36;-18.14;280.52;331.94;74.48;-6.22;-51.42;-57.63;
02.10.2017 00:15:00;-0.30;-0.21;-1.39;-0.39;286.01;12.86;-24.30;-18.26;280.62;331.48;75.18;-6.03;-50.87;-56.90;
02.10.2017 00:16:00;-0.30;-0.21;-1.39;-0.40;286.03;12.88;-24.32;-18.56;280.82;331.34;76.31;-5.76;-50.52;-56.28;
02.10.2017 00:17:00;-0.30;-0.22;-1.39;-0.39;286.03;12.88;-24.55;-18.95;280.63;331.69;77.20;-5.60;-51.06;-56.65;
02.10.2017 00:18:00;-0.30;-0.22;-1.39;-0.39;286.04;12.89;-24.58;-18.87;280.52;331.42;76.80;-5.70;-50.89;-56.59;
02.10.2017 00:19:00;-0.30;-0.22;-1.39;-0.39;286.04;12.89;-24.56;-18.87;280.84;332.23;76.83;-5.69;-51.39;-57.08;
02.10.2017 00:20:00;-0.31;-0.22;-1.39;-0.38;286.01;12.86;-24.95;-19.40;280.67;333.13;77.73;-5.56;-52.46;-58.01;
02.10.2017 00:21:00;-0.31;-0.22;-1.39;-0.38;286.00;12.85;-25.06;-19.17;280.64;333.30;76.50;-5.89;-52.66;-58.56;
02.10.2017 00:22:00;-0.31;-0.21;-1.39;-0.38;286.00;12.85;-24.78;-18.28;280.68;332.89;73.76;-6.50;-52.21;-58.72;
02.10.2017 00:23:00;-0.31;-0.21;-1.39;-0.38;285.99;12.84;-24.85;-18.35;280.68;332.88;73.87;-6.49;-52.20;-58.69;
02.10.2017 00:24:00;-0.31;-0.21;-1.39;-0.38;285.98;12.83;-24.78;-18.42;280.65;332.44;74.34;-6.36;-51.79;-58.15;
02.10.2017 00:25:00;-0.31;-0.21;-1.39;-0.39;285.98;12.83;-24.71;-18.68;280.62;331.65;75.62;-6.02;-51.02;-57.05;
02.10.2017 00:26:00;-0.30;-0.22;-1.38;-0.39;285.97;12.82;-24.60;-18.83;280.63;331.49;76.53;-5.77;-50.86;-56.63;
02.10.2017 00:27:00;-0.30;-0.21;-1.38;-0.39;285.97;12.82;-24.63;-18.56;280.70;332.10;75.34;-6.08;-51.40;-57.47;
02.10.2017 00:28:00;-0.30;-0.21;-1.38;-0.39;285.97;12.82;-24.56;-18.67;280.67;332.18;76.02;-5.89;-51.51;-57.40;
02.10.2017 00:29:00;-0.30;-0.21;-1.38;-0.38;285.96;12.81;-24.65;-18.59;280.85;332.29;75.41;-6.06;-51.44;-57.50;
02.10.2017 00:30:00;-0.30;-0.21;-1.38;-0.39;285.95;12.80;-24.68;-18.70;280.56;332.12;75.76;-5.98;-51.56;-57.54;
02.10.2017 00:31:00;-0.31;-0.21;-1.39;-0.39;285.95;12.80;-24.80;-18.40;280.47;332.05;74.22;-6.39;-51.58;-57.98;
02.10.2017 00:32:00;-0.30;-0.21;-1.39;-0.39;285.94;12.79;-24.59;-18.53;280.40;331.32;75.35;-6.06;-50.92;-56.98;
02.10.2017 00:33:00;-0.30;-0.21;-1.38;-0.39;285.93;12.78;-24.66;-18.50;280.44;331.34;75.03;-6.16;-50.90;-57.06;
02.10.2017 00:34:00;-0.30;-0.21;-1.39;-0.39;285.94;12.79;-24.66;-18.24;280.32;330.98;73.99;-6.41;-50.66;-57.07;
02.10.2017 00:35:00;-0.30;-0.21;-1.38;-0.40;285.94;12.79;-24.58;-18.35;280.54;330.55;74.66;-6.23;-50.01;-56.24;
02.10.2017 00:36:00;-0.31;-0.21;-1.38;-0.39;285.95;12.80;-24.81;-18.36;280.53;330.99;73.99;-6.45;-50.46;-56.91;
02.10.2017 00:37:00;-0.31;-0.21;-1.39;-0.40;285.95;12.80;-24.82;-18.46;280.48;330.72;74.39;-6.36;-50.24;-56.60;
02.10.2017 00:38:00;-0.31;-0.21;-1.39;-0.39;285.94;12.79;-25.05;-18.77;280.23;331.40;74.94;-6.28;-51.16;-57.44;
02.10.2017 00:39:00;-0.31;-0.22;-1.39;-0.39;285.93;12.78;-25.06;-18.88;280.25;331.05;75.35;-6.18;-50.80;-56.98;
02.10.2017 00:40:00;-0.31;-0.21;-1.39;-0.40;285.92;12.77;-25.15;-18.63;280.26;330.77;74.06;-6.52;-50.51;-57.03;
02.10.2017 00:41:00;-0.31;-0.21;-1.39;-0.39;285.92;12.77;-25.14;-18.59;280.09;330.89;73.92;-6.56;-50.79;-57.35;
02.10.2017 00:42:00;-0.31;-0.21;-1.39;-0.40;285.90;12.76;-25.14;-18.48;280.10;330.55;73.52;-6.66;-50.45;-57.10;
02.10.2017 00:43:00;-0.31;-0.21;-1.39;-0.40;285.90;12.75;-25.14;-18.60;279.93;330.59;74.01;-6.53;-50.66;-57.19;
02.10.2017 00:44:00;-0.31;-0.21;-1.39;-0.40;285.89;12.74;-24.96;-18.46;279.91;330.04;73.97;-6.50;-50.13;-56.63;
02.10.2017 00:45:00;-0.31;-0.21;-1.39;-0.40;285.88;12.73;-24.93;-18.57;279.85;329.60;74.50;-6.36;-49.74;-56.10;
02.10.2017 00:46:00;-0.31;-0.22;-1.39;-0.39;285.87;12.72;-24.95;-18.86;279.88;330.48;75.59;-6.09;-50.60;-56.70;
02.10.2017 00:47:00;-0.31;-0.22;-1.39;-0.38;285.85;12.70;-25.01;-18.90;279.89;331.78;75.59;-6.10;-51.89;-58.00;
02.10.2017 00:48:00;-0.31;-0.22;-1.39;-0.38;285.83;12.68;-25.31;-19.29;279.78;332.33;76.24;-6.01;-52.56;-58.57;
02.10.2017 00:49:00;-0.31;-0.22;-1.39;-0.39;285.81;12.66;-25.02;-19.10;279.57;331.28;76.34;-5.92;-51.72;-57.64;
02.10.2017 00:50:00;-0.31;-0.21;-1.38;-0.38;285.79;12.64;-24.75;-18.61;280.01;332.43;75.19;-6.14;-52.42;-58.56;
02.10.2017 00:51:00;-0.31;-0.22;-1.38;-0.35;285.74;12.59;-25.27;-19.20;279.89;335.52;76.00;-6.06;-55.63;-61.70;
02.10.2017 00:52:00;-0.31;-0.21;-1.38;-0.36;285.72;12.57;-25.13;-18.72;279.75;334.23;74.52;-6.40;-54.48;-60.89;
02.10.2017 00:53:00;-0.31;-0.21;-1.38;-0.36;285.71;12.56;-24.97;-18.60;279.89;333.49;74.48;-6.37;-53.60;-59.97;
02.10.2017 00:54:00;-0.31;-0.21;-1.38;-0.37;285.69;12.54;-24.71;-18.39;279.55;332.74;74.44;-6.32;-53.19;-59.50;
02.10.2017 00:55:00;-0.31;-0.21;-1.37;-0.37;285.68;12.53;-24.80;-18.22;279.79;332.25;73.46;-6.58;-52.46;-59.04;
02.10.2017 00:56:00;-0.31;-0.21;-1.37;-0.35;285.65;12.50;-24.78;-18.46;279.63;334.45;74.48;-6.33;-54.82;-61.15;
02.10.2017 00:57:00;-0.31;-0.21;-1.37;-0.36;285.64;12.49;-24.81;-18.60;279.68;333.33;74.97;-6.21;-53.65;-59.86;
02.10.2017 00:58:00;-0.31;-0.21;-1.37;-0.36;285.62;12.47;-24.75;-18.50;279.58;333.11;74.76;-6.25;-53.53;-59.78;
02.10.2017 00:59:00;-0.31;-0.21;-1.37;-0.37;285.61;12.46;-24.72;-18.08;279.73;332.58;73.17;-6.63;-52.85;-59.48;
02.10.2017 01:00:00;-0.31;-0.21;-1.37;-0.37;285.61;12.46;-24.78;-18.03;279.51;332.15;72.75;-6.75;-52.65;-59.40;
02.10.2017 01:01:00;-0.30;-0.21;-1.37;-0.38;285.60;12.45;-24.51;-18.32;279.69;331.40;74.75;-6.19;-51.70;-57.89;
02.10.2017 01:02:00;-0.30;-0.21;-1.37;-0.37;285.60;12.45;-24.67;-18.64;279.72;331.93;75.53;-6.04;-52.22;-58.25;
02.10.2017 01:03:00;-0.30;-0.22;-1.37;-0.37;285.60;12.45;-24.67;-18.87;279.67;331.88;76.47;-5.81;-52.21;-58.01;
02.10.2017 01:04:00;-0.31;-0.21;-1.37;-0.37;285.58;12.43;-24.77;-18.70;279.47;332.42;75.51;-6.07;-52.94;-59.01;
02.10.2017 01:05:00;-0.31;-0.21;-1.37;-0.37;285.57;12.42;-24.76;-18.25;279.50;331.77;73.71;-6.51;-52.27;-58.78;
02.10.2017 01:06:00;-0.30;-0.20;-1.37;-0.37;285.57;12.42;-24.64;-17.86;279.57;331.53;72.46;-6.79;-51.96;-58.75;
02.10.2017 01:07:00;-0.30;-0.21;-1.37;-0.38;285.57;12.42;-24.53;-18.11;279.62;331.01;73.82;-6.42;-51.39;-57.82;
02.10.2017 01:08:00;-0.30;-0.21;-1.37;-0.38;285.57;12.42;-24.54;-18.29;279.59;330.77;74.54;-6.25;-51.18;-57.43;
02.10.2017 01:09:00;-0.30;-0.21;-1.37;-0.38;285.56;12.41;-24.46;-18.45;279.40;330.31;75.43;-6.01;-50.90;-56.91;
02.10.2017 01:10:00;-0.30;-0.21;-1.37;-0.39;285.57;12.42;-24.28;-18.28;279.58;330.07;75.30;-6.00;-50.49;-56.49;
02.10.2017 01:11:00;-0.30;-0.21;-1.37;-0.38;285.56;12.41;-24.40;-18.44;279.60;330.50;75.56;-5.96;-50.90;-56.86;
02.10.2017 01:12:00;-0.30;-0.21;-1.37;-0.38;285.56;12.41;-24.62;-18.31;279.51;330.63;74.36;-6.31;-51.12;-57.43;
02.10.2017 01:13:00;-0.30;-0.21;-1.37;-0.38;285.56;12.41;-24.58;-18.15;279.37;330.43;73.85;-6.43;-51.06;-57.49;
02.10.2017 01:14:00;-0.30;-0.21;-1.37;-0.38;285.55;12.40;-24.53;-18.49;279.39;330.69;75.35;-6.05;-51.30;-57.35;
02.10.2017 01:15:00;-0.30;-0.21;-1.37;-0.36;285.53;12.38;-24.54;-18.48;279.42;332.50;75.32;-6.06;-53.08;-59.14;
02.10.2017 01:16:00;-0.31;-0.21;-1.37;-0.36;285.53;12.38;-24.79;-18.33;279.41;333.11;73.95;-6.46;-53.70;-60.16;
02.10.2017 01:17:00;-0.30;-0.21;-1.37;-0.37;285.52;12.37;-24.53;-18.38;279.37;331.87;74.96;-6.14;-52.50;-58.64;
02.10.2017 01:18:00;-0.30;-0.21;-1.37;-0.37;285.52;12.37;-24.39;-18.30;279.32;331.19;75.04;-6.09;-51.88;-57.96;
02.10.2017 01:19:00;-0.30;-0.21;-1.37;-0.38;285.52;12.37;-24.34;-18.36;279.42;331.01;75.42;-5.98;-51.59;-57.57;
02.10.2017 01:20:00;-0.30;-0.21;-1.37;-0.38;285.51;12.36;-24.34;-18.19;279.44;330.62;74.71;-6.16;-51.18;-57.34;
02.10.2017 01:21:00;-0.30;-0.21;-1.36;-0.38;285.51;12.36;-24.44;-18.43;279.67;330.40;75.39;-6.02;-50.73;-56.74;
02.10.2017 01:22:00;-0.30;-0.21;-1.36;-0.37;285.50;12.35;-24.45;-18.68;279.54;331.37;76.39;-5.77;-51.83;-57.60;
02.10.2017 01:23:00;-0.30;-0.21;-1.37;-0.37;285.48;12.33;-24.38;-18.75;279.39;331.06;76.90;-5.63;-51.66;-57.30;
02.10.2017 01:24:00;-0.30;-0.22;-1.37;-0.38;285.47;12.32;-24.16;-18.98;279.35;330.29;78.54;-5.19;-50.95;-56.13;
02.10.2017 01:25:00;-0.30;-0.22;-1.37;-0.38;285.46;12.31;-24.16;-19.03;279.27;330.59;78.74;-5.14;-51.32;-56.46;
02.10.2017 01:26:00;-0.30;-0.21;-1.37;-0.38;285.46;12.31;-24.12;-18.39;279.21;330.11;76.24;-5.73;-50.90;-56.63;
02.10.2017 01:27:00;-0.30;-0.21;-1.37;-0.38;285.46;12.31;-24.05;-18.12;278.97;329.92;75.36;-5.92;-50.95;-56.87;
02.10.2017 01:28:00;-0.30;-0.21;-1.37;-0.38;285.46;12.31;-24.02;-18.42;278.89;329.67;76.72;-5.59;-50.78;-56.37;
02.10.2017 01:29:00;-0.30;-0.21;-1.37;-0.38;285.47;12.32;-24.34;-18.39;278.98;330.31;75.56;-5.95;-51.33;-57.28;
02.10.2017 01:30:00;-0.30;-0.21;-1.37;-0.38;285.46;12.31;-24.28;-18.39;278.90;330.07;75.75;-5.89;-51.16;-57.05;
02.10.2017 01:31:00;-0.30;-0.21;-1.37;-0.38;285.46;12.31;-24.36;-18.19;278.88;330.34;74.68;-6.17;-51.46;-57.63;
02.10.2017 01:32:00;-0.30;-0.21;-1.37;-0.38;285.46;12.31;-24.57;-18.23;278.95;330.36;74.20;-6.34;-51.40;-57.74;
02.10.2017 01:33:00;-0.30;-0.21;-1.37;-0.38;285.46;12.31;-24.42;-18.22;278.78;329.72;74.60;-6.20;-50.94;-57.14;
02.10.2017 01:34:00;-0.30;-0.21;-1.37;-0.38;285.45;12.30;-24.25;-18.37;278.90;330.43;75.78;-5.87;-51.52;-57.40;
02.10.2017 01:35:00;-0.30;-0.22;-1.37;-0.37;285.43;12.28;-24.54;-18.82;278.91;331.47;76.68;-5.72;-52.56;-58.28;
02.10.2017 01:36:00;-0.30;-0.22;-1.37;-0.37;285.42;12.27;-24.48;-18.98;279.04;331.31;77.55;-5.49;-52.27;-57.77;
02.10.2017 01:37:00;-0.30;-0.21;-1.37;-0.36;285.42;12.27;-24.65;-18.61;278.89;332.11;75.49;-6.04;-53.21;-59.26;
02.10.2017 01:38:00;-0.30;-0.21;-1.37;-0.36;285.40;12.25;-24.50;-18.51;278.88;332.15;75.54;-5.99;-53.27;-59.26;
02.10.2017 01:39:00;-0.30;-0.21;-1.37;-0.36;285.38;12.23;-24.59;-18.06;278.78;332.47;73.46;-6.53;-53.69;-60.21;
02.10.2017 01:40:00;-0.30;-0.21;-1.37;-0.37;285.37;12.22;-24.37;-18.21;278.54;331.35;74.74;-6.16;-52.81;-58.97;
02.10.2017 01:41:00;-0.30;-0.21;-1.37;-0.36;285.35;12.20;-24.16;-18.68;278.63;331.92;77.29;-5.49;-53.30;-58.78;
02.10.2017 01:42:00;-0.31;-0.22;-1.37;-0.35;285.34;12.19;-24.77;-19.12;278.30;332.82;77.18;-5.66;-54.52;-60.18;
02.10.2017 01:43:00;-0.30;-0.21;-1.37;-0.36;285.34;12.19;-24.39;-18.55;278.28;331.77;76.06;-5.84;-53.50;-59.33;
02.10.2017 01:44:00;-0.30;-0.21;-1.37;-0.36;285.32;12.17;-24.24;-18.45;278.38;332.07;76.11;-5.79;-53.69;-59.48;
02.10.2017 01:45:00;-0.30;-0.21;-1.37;-0.36;285.31;12.16;-24.34;-18.44;278.17;332.29;75.76;-5.90;-54.12;-60.02;
02.10.2017 01:46:00;-0.30;-0.21;-1.37;-0.36;285.30;12.15;-24.13;-18.19;278.25;331.67;75.37;-5.94;-53.42;-59.37;
02.10.2017 01:47:00;-0.30;-0.20;-1.37;-0.36;285.30;12.15;-24.45;-17.88;277.92;332.08;73.11;-6.57;-54.16;-60.74;
02.10.2017 01:48:00;-0.30;-0.20;-1.38;-0.37;285.30;12.15;-24.20;-17.44;277.72;330.59;72.08;-6.76;-52.87;-59.62;
02.10.2017 01:49:00;-0.30;-0.20;-1.37;-0.38;285.31;12.16;-24.25;-17.34;277.86;329.77;71.52;-6.91;-51.92;-58.82;
02.10.2017 01:50:00;-0.30;-0.20;-1.38;-0.38;285.31;12.16;-24.42;-17.60;277.75;329.66;72.07;-6.82;-51.91;-58.74;
02.10.2017 01:51:00;-0.30;-0.20;-1.38;-0.38;285.32;12.17;-24.41;-17.49;277.59;329.12;71.65;-6.92;-51.53;-58.45;
02.10.2017 01:52:00;-0.30;-0.21;-1.38;-0.39;285.33;12.18;-24.52;-17.92;277.64;328.74;73.10;-6.60;-51.11;-57.70;
02.10.2017 01:53:00;-0.30;-0.21;-1.38;-0.38;285.33;12.18;-24.46;-18.31;277.77;329.36;74.85;-6.15;-51.59;-57.74;
02.10.2017 01:54:00;-0.30;-0.22;-1.38;-0.37;285.30;12.15;-24.54;-19.08;277.76;330.26;77.76;-5.46;-52.50;-57.96;
02.10.2017 01:55:00;-0.31;-0.22;-1.37;-0.36;285.28;12.13;-24.72;-19.13;277.80;331.92;77.41;-5.58;-54.11;-59.70;
02.10.2017 01:56:00;-0.30;-0.21;-1.38;-0.36;285.26;12.11;-24.67;-18.54;277.54;331.72;75.16;-6.13;-54.18;-60.31;
02.10.2017 01:57:00;-0.30;-0.21;-1.38;-0.36;285.25;12.10;-24.59;-18.42;277.46;331.30;74.92;-6.17;-53.84;-60.01;
02.10.2017 01:58:00;-0.30;-0.21;-1.38;-0.37;285.23;12.08;-24.30;-18.48;277.37;330.34;76.07;-5.82;-52.97;-58.78;
02.10.2017 01:59:00;-0.30;-0.21;-1.37;-0.37;285.23;12.08;-24.40;-18.38;277.42;330.07;75.33;-6.02;-52.65;-58.67;
02.10.2017 02:00:00;-0.30;-0.21;-1.38;-0.37;285.23;12.08;-24.42;-18.09;277.39;329.79;74.09;-6.33;-52.40;-58.73;
02.10.2017 02:01:00;-0.30;-0.21;-1.38;-0.36;285.22;12.07;-24.62;-18.21;277.25;330.81;73.97;-6.41;-53.56;-59.96;
02.10.2017 02:02:00;-0.30;-0.21;-1.38;-0.37;285.21;12.06;-24.64;-18.04;277.32;330.60;73.19;-6.61;-53.28;-59.88;
02.10.2017 02:03:00;-0.31;-0.21;-1.37;-0.36;285.19;12.04;-24.71;-18.42;277.20;331.71;74.54;-6.29;-54.51;-60.80;
02.10.2017 02:04:00;-0.30;-0.21;-1.37;-0.36;285.18;12.03;-24.50;-18.35;277.39;331.02;74.90;-6.15;-53.63;-59.78;
02.10.2017 02:05:00;-0.30;-0.21;-1.37;-0.35;285.16;12.01;-24.43;-18.34;277.44;331.74;75.06;-6.09;-54.29;-60.39;
02.10.2017 02:06:00;-0.30;-0.21;-1.37;-0.35;285.14;11.99;-24.47;-18.76;277.37;332.15;76.66;-5.71;-54.78;-60.49;
02.10.2017 02:07:00;-0.30;-0.21;-1.37;-0.35;285.12;11.97;-24.48;-18.18;277.23;331.68;74.29;-6.29;-54.45;-60.74;
02.10.2017 02:08:00;-0.30;-0.21;-1.37;-0.36;285.11;11.96;-24.32;-18.37;277.12;330.89;75.53;-5.95;-53.77;-59.72;
02.10.2017 02:09:00;-0.30;-0.21;-1.37;-0.36;285.09;11.94;-24.20;-18.62;277.10;330.34;76.94;-5.58;-53.25;-58.83;
02.10.2017 02:10:00;-0.30;-0.21;-1.37;-0.36;285.09;11.94;-24.22;-18.42;277.15;330.23;76.03;-5.80;-53.08;-58.88;
02.10.2017 02:11:00;-0.30;-0.21;-1.37;-0.36;285.07;11.92;-24.43;-18.75;277.02;329.96;76.75;-5.68;-52.94;-58.62;
02.10.2017 02:12:00;-0.30;-0.22;-1.37;-0.37;285.07;11.92;-24.31;-18.92;277.02;329.14;77.81;-5.39;-52.12;-57.52;
02.10.2017 02:13:00;-0.30;-0.21;-1.37;-0.37;285.06;11.91;-24.23;-18.65;276.84;328.81;76.97;-5.58;-51.97;-57.55;
02.10.2017 02:14:00;-0.30;-0.22;-1.37;-0.37;285.06;11.91;-24.16;-18.86;276.91;329.14;78.06;-5.30;-52.23;-57.53;
02.10.2017 02:15:00;-0.30;-0.21;-1.37;-0.37;285.06;11.91;-24.33;-18.60;276.95;329.12;76.45;-5.73;-52.16;-57.89;
02.10.2017 02:16:00;-0.30;-0.21;-1.37;-0.37;285.05;11.90;-24.27;-18.38;277.14;328.88;75.72;-5.89;-51.74;-57.63;
02.10.2017 02:17:00;-0.30;-0.21;-1.37;-0.36;285.01;11.86;-24.19;-18.71;276.86;330.28;77.35;-5.48;-53.42;-58.90;
02.10.2017 02:18:00;-0.30;-0.21;-1.37;-0.36;285.01;11.86;-24.21;-18.64;276.83;329.67;76.97;-5.58;-52.84;-58.42;
02.10.2017 02:19:00;-0.30;-0.21;-1.37;-0.37;285.01;11.86;-24.21;-18.20;276.85;329.41;75.16;-6.02;-52.56;-58.58;
02.10.2017 02:20:00;-0.30;-0.21;-1.37;-0.36;285.01;11.86;-24.41;-18.59;276.95;329.89;76.16;-5.82;-52.95;-58.76;
02.10.2017 02:21:00;-0.30;-0.21;-1.36;-0.36;285.00;11.85;-24.34;-18.20;277.05;330.22;74.80;-6.13;-53.16;-59.30;
02.10.2017 02:22:00;-0.30;-0.21;-1.36;-0.36;285.00;11.85;-24.47;-18.16;277.13;329.94;74.24;-6.30;-52.81;-59.12;
02.10.2017 02:23:00;-0.30;-0.21;-1.37;-0.37;284.99;11.84;-24.42;-18.50;276.84;329.22;75.77;-5.92;-52.37;-58.29;
02.10.2017 02:24:00;-0.30;-0.21;-1.37;-0.37;284.98;11.83;-24.20;-18.41;276.76;328.62;76.07;-5.79;-51.87;-57.66;
02.10.2017 02:25:00;-0.30;-0.22;-1.36;-0.37;284.98;11.83;-24.12;-18.81;276.87;328.42;77.98;-5.31;-51.55;-56.86;
02.10.2017 02:26:00;-0.30;-0.21;-1.36;-0.37;284.98;11.83;-24.19;-18.61;276.96;328.96;76.93;-5.58;-52.01;-57.59;
02.10.2017 02:27:00;-0.30;-0.22;-1.36;-0.37;284.96;11.81;-24.53;-18.98;276.85;328.74;77.37;-5.55;-51.89;-57.44;
02.10.2017 02:28:00;-0.30;-0.21;-1.36;-0.35;284.95;11.80;-24.24;-18.40;277.01;331.00;75.91;-5.84;-53.98;-59.82;
02.10.2017 02:29:00;-0.31;-0.22;-1.36;-0.34;284.91;11.76;-24.71;-18.92;276.73;332.17;76.58;-5.79;-55.44;-61.23;
02.10.2017 02:30:00;-0.30;-0.21;-1.36;-0.35;284.90;11.75;-24.36;-18.71;276.69;331.13;76.80;-5.65;-54.44;-60.09;
02.10.2017 02:31:00;-0.29;-0.21;-1.36;-0.35;284.89;11.74;-23.80;-18.32;276.89;330.49;76.99;-5.48;-53.61;-59.08;
02.10.2017 02:32:00;-0.30;-0.21;-1.36;-0.34;284.87;11.72;-23.97;-18.26;276.71;331.48;76.15;-5.72;-54.78;-60.50;
02.10.2017 02:33:00;-0.30;-0.20;-1.36;-0.35;284.88;11.73;-24.10;-17.75;276.82;330.29;73.65;-6.35;-53.47;-59.82;
02.10.2017 02:34:00;-0.30;-0.20;-1.36;-0.35;284.87;11.72;-24.26;-17.63;276.79;330.42;72.67;-6.63;-53.63;-60.26;
02.10.2017 02:35:00;-0.30;-0.20;-1.36;-0.35;284.87;11.72;-24.27;-17.63;276.78;330.61;72.62;-6.65;-53.83;-60.48;
02.10.2017 02:36:00;-0.30;-0.20;-1.36;-0.35;284.87;11.72;-24.64;-17.70;276.43;331.25;71.82;-6.94;-54.82;-61.76;
02.10.2017 02:37:00;-0.30;-0.20;-1.36;-0.36;284.86;11.71;-24.33;-17.50;276.35;329.92;71.92;-6.83;-53.57;-60.40;
02.10.2017 02:38:00;-0.30;-0.20;-1.36;-0.36;284.87;11.72;-24.39;-17.34;276.68;329.92;71.10;-7.05;-53.25;-60.29;
02.10.2017 02:39:00;-0.30;-0.20;-1.36;-0.35;284.86;11.71;-24.47;-17.42;276.86;330.99;71.19;-7.05;-54.13;-61.18;
02.10.2017 02:40:00;-0.31;-0.21;-1.36;-0.34;284.82;11.67;-24.79;-18.55;276.55;331.99;74.83;-6.24;-55.44;-61.68;
02.10.2017 02:41:00;-0.30;-0.21;-1.36;-0.34;284.81;11.66;-24.60;-18.16;276.58;331.20;73.83;-6.44;-54.63;-61.06;
02.10.2017 02:42:00;-0.30;-0.21;-1.35;-0.35;284.81;11.66;-24.44;-17.97;276.68;330.27;73.51;-6.48;-53.59;-60.06;
02.10.2017 02:43:00;-0.30;-0.21;-1.35;-0.35;284.79;11.64;-24.40;-18.40;276.70;330.13;75.41;-6.00;-53.43;-59.43;
02.10.2017 02:44:00;-0.30;-0.21;-1.35;-0.35;284.78;11.63;-24.36;-18.17;276.73;330.27;74.58;-6.19;-53.54;-59.74;
02.10.2017 02:45:00;-0.30;-0.20;-1.35;-0.35;284.78;11.63;-24.44;-17.90;276.57;329.80;73.25;-6.54;-53.24;-59.77;
02.10.2017 02:46:00;-0.30;-0.20;-1.35;-0.36;284.78;11.63;-24.24;-17.56;276.52;328.91;72.45;-6.68;-52.39;-59.07;
02.10.2017 02:47:00;-0.30;-0.20;-1.35;-0.36;284.77;11.62;-24.44;-17.50;276.51;329.56;71.60;-6.94;-53.04;-59.98;
02.10.2017 02:48:00;-0.30;-0.20;-1.35;-0.35;284.77;11.62;-24.49;-17.32;276.69;329.74;70.72;-7.17;-53.05;-60.22;
02.10.2017 02:49:00;-0.30;-0.20;-1.35;-0.36;284.77;11.62;-24.34;-17.48;276.76;329.51;71.85;-6.85;-52.75;-59.60;
02.10.2017 02:50:00;-0.30;-0.20;-1.35;-0.36;284.77;11.62;-24.34;-17.88;276.76;329.19;73.44;-6.47;-52.43;-58.90;
